bedrooms,bathrooms,floors,yr_built,price
4,2.25,2.0,1975,2790000.0
4,2.25,2.0,1977,6860000.0
2,1.0,1.5,1975,2250000.0
2,1.75,1.0,1972,2155000.0
4,3.0,1.5,1919,9500000.0
4,2.5,2.0,1996,5030000.0
3,2.5,2.0,1997,7800000.0
4,2.0,1.0,1946,2120000.0
4,2.75,1.5,1983,5800000.0
4,2.5,2.0,1994,4650000.0
4,2.0,1.0,1959,2060000.0
3,2.5,2.0,1987,6150000.0
4,1.0,1.5,1907,5190000.0
4,3.25,2.0,2001,11350000.0
5,2.5,2.0,2005,3300000.0
4,1.5,1.0,1955,2400000.0
3,2.0,1.0,1988,5740000.0
4,4.25,2.0,2007,9300000.0
4,3.0,2.0,1975,8500000.0
3,1.5,1.0,1974,4150000.0
3,2.5,1.0,1929,4800000.0
5,1.0,1.0,1957,3000000.0
4,2.25,2.0,1980,4390000.0
3,1.0,1.0,1938,4500000.0
3,2.5,1.0,1989,5890000.0
3,2.25,2.0,2003,4770000.0
4,2.25,1.0,1951,5875000.0
4,2.25,2.0,1905,13150000.0
4,2.5,2.0,1966,14300000.0
4,2.25,2.0,1978,7000000.0
2,1.0,1.0,1949,2750000.0
3,1.0,1.0,1978,3675000.0
4,2.5,2.0,2001,4532500.0
5,1.75,1.0,1954,6070000.0
4,2.0,1.0,1960,2550000.0
2,2.0,1.0,1926,5010000.0
3,1.0,1.0,1950,4500000.0
3,2.25,2.0,1981,3600000.0
4,1.75,1.5,1929,4600000.0
3,1.75,1.0,1950,7530000.0
2,1.0,1.0,1951,3899500.0
2,1.0,1.0,1924,4690000.0
4,1.75,2.0,1939,5500000.0
5,3.5,1.5,1948,5650000.0
2,1.75,1.0,1980,1896500.0
4,3.25,2.0,1927,15250000.0
3,1.75,1.0,1980,2600000.0
3,1.75,1.0,1960,2430000.0
4,2.5,1.0,1969,11000000.0
3,1.5,1.0,1976,2490000.0
2,1.0,1.0,1947,7200000.0
4,2.5,2.0,1995,9050000.0
4,2.5,1.5,1927,8245000.0
4,2.75,1.0,1978,7625000.0
3,2.5,3.0,2008,5800000.0
3,2.0,1.0,1990,3800000.0
3,1.75,1.0,1926,8050000.0
4,1.75,1.5,1944,5200000.0
5,4.5,3.0,1999,15695000.0
2,1.0,1.0,1911,1750000.0
4,2.25,2.0,1987,3535000.0
4,2.5,1.0,1962,5000000.0
3,1.75,1.0,1972,3865000.0
2,1.0,1.0,1950,2100000.0
3,2.5,1.0,1983,4395000.0
5,2.5,2.0,2002,3150000.0
4,2.5,2.0,2003,3390000.0
4,2.25,1.0,1971,6550000.0
2,2.5,1.0,2008,7400000.0
5,2.5,2.0,1966,6850000.0
5,2.5,1.0,1960,5500000.0
2,1.75,2.0,1920,4050000.0
4,2.25,1.0,1984,7650000.0
3,2.0,2.0,1911,6250000.0
4,2.5,1.5,1914,2070000.0
4,2.5,1.5,1914,3700000.0
3,2.5,1.0,1988,4750000.0
2,1.0,1.0,1955,3650000.0
4,2.25,1.0,1969,4118000.0
5,3.5,2.0,2002,6680000.0
3,2.5,2.0,1998,6180000.0
4,2.0,1.0,1948,2475000.0
5,3.0,1.0,1950,3450000.0
3,2.0,2.0,1927,6163000.0
3,1.5,1.0,1952,3480000.0
3,2.5,1.0,1994,4250000.0
5,2.75,1.0,1968,8500000.0
5,2.75,2.0,2010,8200000.0
4,2.25,2.0,1980,8320000.0
3,1.75,2.0,1984,8350000.0
3,2.5,2.0,1999,3500000.0
4,2.5,2.0,2003,3490000.0
6,3.75,2.0,2014,11250000.0
3,2.5,2.0,2004,3200000.0
3,1.0,1.0,1968,1500000.0
3,1.0,1.0,1949,3400000.0
4,4.0,2.0,2007,7855000.0
4,2.5,2.0,2004,4105000.0
3,2.5,2.0,1978,5800000.0
2,1.5,2.0,2005,3450000.0
3,2.25,1.5,1933,5500000.0
4,3.0,2.0,1998,4495000.0
3,1.0,1.0,1954,3000000.0
4,2.5,2.0,1988,9150000.0
4,3.75,2.0,1989,15750000.0
4,2.75,1.0,1917,5990000.0
4,2.5,1.0,1960,7550000.0
3,1.0,1.0,1944,4000000.0
3,1.0,1.0,1968,1330000.0
4,1.5,1.0,1951,3300000.0
4,1.0,1.5,1904,3300000.0
3,1.75,1.0,1936,3750000.0
4,2.75,1.0,1968,4850000.0
4,2.5,1.5,1981,4700000.0
4,3.0,2.0,1905,10450000.0
4,1.0,1.5,1930,5488000.0
2,1.0,1.0,1919,3150000.0
3,2.0,1.0,1959,5900000.0
4,2.5,2.0,2002,4399500.0
3,1.75,1.0,1980,3250000.0
2,1.0,1.0,1931,4000000.0
4,2.5,2.0,1987,6850000.0
3,2.0,1.5,1953,3399500.0
3,1.75,1.0,1951,3150000.0
3,2.5,2.0,2009,4117530.0
2,1.75,1.0,1924,5770000.0
3,1.75,1.0,1972,5000000.0
3,2.0,1.0,1963,2100000.0
4,1.75,1.0,1969,6400000.0
4,1.75,1.0,1949,4600000.0
2,1.0,1.0,1941,2650000.0
5,5.0,1.0,1984,7400000.0
3,1.0,1.0,1948,2300000.0
3,1.75,1.0,1978,3150000.0
3,1.75,1.0,1981,4320000.0
3,2.5,2.0,1995,4670000.0
5,3.75,1.0,1964,2550000.0
3,1.75,1.0,1979,3165000.0
4,2.0,1.0,1977,1900000.0
3,2.0,1.5,1900,4900000.0
4,1.75,1.0,1976,3780000.0
6,4.0,3.0,2013,5988000.0
5,3.0,1.0,1990,3338000.0
4,2.5,2.0,1990,6900000.0
4,1.75,1.0,1948,3200000.0
4,3.5,1.5,1912,12490000.0
3,1.5,1.0,1961,3350000.0
3,2.5,1.0,2004,8400000.0
4,2.75,2.0,1986,6082500.0
3,2.5,2.0,2005,5500000.0
3,1.0,1.0,1966,2400000.0
3,2.25,2.0,1980,9980000.0
3,1.75,1.0,1978,2750000.0
3,2.5,1.0,1977,2842000.0
4,3.75,2.0,1941,17150000.0
4,3.75,2.0,1926,24000000.0
5,2.5,2.0,1988,9308000.0
4,3.0,1.0,1959,9300000.0
4,1.5,1.0,1979,2150000.0
2,1.5,1.0,1943,4800000.0
2,1.75,1.0,1951,4839450.0
3,1.75,1.0,1978,3470000.0
3,2.0,1.0,1979,2325000.0
4,2.25,1.0,1965,3900000.0
3,2.25,1.0,1965,5500000.0
4,2.5,2.0,1987,5900000.0
1,1.0,1.0,1945,4208500.0
4,2.5,1.0,1983,3450000.0
3,2.0,1.0,1986,4298000.0
4,1.75,1.5,1968,3020000.0
4,1.5,1.5,1932,8000000.0
3,2.5,2.0,1997,2500000.0
3,2.0,1.0,1922,6050000.0
3,1.75,1.0,1985,4120000.0
3,2.0,2.0,1994,2520000.0
3,1.0,1.5,1954,3750000.0
2,1.75,1.0,1919,7250000.0
5,3.5,1.0,2001,4717500.0
4,2.25,2.0,1995,4900000.0
2,1.0,1.0,1945,4390000.0
4,2.0,1.0,1949,3550000.0
1,0.75,1.0,1944,2500000.0
4,2.25,1.0,1984,7800000.0
2,1.0,1.0,1918,4090000.0
2,1.0,1.0,1916,4200000.0
1,0.75,1.0,1947,2000000.0
2,1.5,1.0,1963,8300000.0
3,2.5,2.0,2006,6950000.0
4,2.75,2.0,1998,8150000.0
3,1.75,1.0,1983,2100000.0
3,1.75,1.0,1957,6350000.0
4,2.5,2.0,1991,5625000.0
4,2.5,2.0,1988,4025000.0
3,2.0,1.0,1951,5550000.0
3,1.0,1.0,1972,3100000.0
4,2.5,2.0,1994,5000000.0
6,3.0,1.0,1959,4300000.0
3,4.25,2.0,1930,16000000.0
4,1.0,1.5,1923,6275000.0
4,2.5,2.0,1998,3350000.0
4,2.25,1.0,1981,9620000.0
3,1.75,1.0,1959,2990000.0
4,2.5,2.0,2001,3999500.0
3,1.0,1.0,1968,3220000.0
2,1.5,1.0,1949,4300000.0
3,1.75,1.0,1966,3070000.0
3,1.5,1.0,1943,1940000.0
3,1.0,1.0,1920,1800000.0
4,2.25,1.0,1983,4650000.0
4,2.5,2.0,1978,7225000.0
2,1.0,1.0,1921,4704500.0
3,2.5,2.0,1990,2800000.0
4,2.0,1.0,1966,1762500.0
5,1.0,1.5,1926,5600000.0
3,2.5,2.0,1991,8300000.0
2,1.0,1.0,1952,2769000.0
3,1.75,2.0,1906,6250000.0
4,2.5,2.0,1900,10150000.0
1,1.0,1.0,1924,4635000.0
3,2.5,2.0,1990,4850000.0
3,2.0,1.0,1989,2720000.0
2,1.0,2.0,2008,3050000.0
3,2.5,1.0,1959,7600000.0
2,1.0,1.0,1938,3875000.0
4,2.5,2.0,2004,3520000.0
3,1.75,1.0,1950,5070000.0
3,1.0,1.0,1941,1560000.0
3,3.25,3.0,2001,5800000.0
4,2.5,1.0,1977,6300000.0
5,1.5,1.0,1964,2750000.0
5,4.0,1.0,1960,8350000.0
4,2.5,2.0,1995,3400000.0
2,1.0,1.0,1942,3293500.0
3,3.5,2.0,1991,14800000.0
3,1.0,1.0,1975,4750000.0
3,2.25,3.0,2014,7199500.0
1,1.0,1.0,1941,2350000.0
3,1.5,1.0,1939,8750000.0
4,1.75,1.0,1974,3800000.0
3,2.25,1.5,1984,3250000.0
4,2.5,2.0,1989,4750000.0
1,1.0,1.0,1915,1529000.0
2,2.0,1.0,1939,2100000.0
4,1.0,1.0,1925,3500000.0
3,2.5,2.0,1985,5050000.0
4,2.25,1.0,1979,4649000.0
3,2.0,1.0,1957,6500000.0
2,2.75,2.0,2009,3699500.0
3,2.5,2.0,2001,2500000.0
3,2.5,2.0,2001,3200000.0
4,4.25,1.0,1950,25320000.0
4,2.25,2.0,1974,3400000.0
2,1.5,1.5,1906,4400000.0
3,1.0,1.0,1959,2199500.0
4,3.0,1.0,1957,9400000.0
4,1.5,1.5,1945,3999500.0
3,2.75,1.0,1954,15680000.0
4,1.75,1.0,1969,5280000.0
4,1.75,1.0,1956,5450000.0
2,2.0,1.0,2004,5750000.0
4,2.75,1.0,1979,2350000.0
3,2.5,2.0,1998,2720000.0
4,1.75,1.0,1969,3800000.0
3,1.0,1.5,1949,1950000.0
3,2.5,2.0,2002,2970000.0
4,2.5,2.0,2003,3490000.0
2,1.0,1.0,1942,3200000.0
4,1.5,1.0,1962,3199900.0
2,2.0,1.5,1909,4399000.0
3,3.25,2.0,1995,4290000.0
3,2.0,1.0,1998,2725000.0
4,2.0,1.0,1959,4000000.0
5,2.0,1.5,1916,4620000.0
2,1.0,1.0,1947,5100000.0
3,2.5,2.0,1988,5500000.0
3,1.0,1.0,1969,1500000.0
3,2.5,1.0,1969,4600000.0
4,2.5,2.0,1986,6325000.0
3,1.75,1.0,1969,3610000.0
3,2.25,2.0,2004,4370000.0
6,2.75,1.0,1950,3700000.0
4,2.5,2.0,1998,8842500.0
3,1.0,1.0,1969,2250000.0
2,1.0,1.0,1949,2350000.0
6,3.5,2.0,1916,7675000.0
3,1.75,1.5,1928,12000000.0
3,2.5,2.0,1989,7150000.0
4,2.25,1.0,1959,4170000.0
3,1.0,1.0,1964,1990000.0
5,2.5,2.0,1906,8750000.0
4,1.5,1.5,1926,5450000.0
2,1.0,1.0,1926,1925000.0
3,2.5,2.0,1999,8225000.0
4,2.5,1.0,1975,8000000.0
3,2.5,2.0,1930,12500000.0
4,4.25,2.0,1980,38500000.0
3,2.5,2.0,1995,2950000.0
2,1.75,1.0,2006,4190000.0
5,3.25,1.0,1993,11950000.0
4,2.75,2.0,1995,7500000.0
4,1.5,1.0,1953,5020000.0
3,1.75,1.0,1960,10250000.0
3,1.0,1.5,1945,3985000.0
2,1.5,1.5,1907,7000000.0
5,1.5,1.0,1959,2480000.0
4,2.0,1.0,1922,8000000.0
4,2.5,2.0,2004,3830000.0
4,3.0,1.5,1913,6880000.0
3,2.0,1.0,1926,5210000.0
2,1.0,1.0,1949,3650000.0
3,2.0,1.0,1980,4910000.0
3,2.75,1.0,1965,6430000.0
3,2.5,1.0,1979,2790000.0
4,1.0,1.5,1908,5835000.0
3,2.5,2.0,2004,3100000.0
3,1.75,1.0,1984,3100000.0
3,1.0,1.0,1956,2800000.0
4,2.5,2.0,2004,2720000.0
4,3.0,1.5,1923,8700000.0
3,2.0,1.0,1980,3070000.0
2,1.5,1.0,1946,4900000.0
3,2.0,1.0,1960,3999500.0
5,3.5,1.0,1958,16350000.0
5,4.5,2.0,2000,9890000.0
4,1.75,1.0,1983,2649500.0
4,2.75,1.0,1979,4915000.0
3,2.25,2.0,1984,3450000.0
4,1.75,1.0,1969,3399000.0
3,3.0,2.0,1905,8520000.0
5,3.5,1.0,1968,5850000.0
4,2.0,1.0,1977,7230000.0
3,2.25,2.0,1990,5940000.0
2,1.5,2.0,1987,4050000.0
4,2.5,2.0,1997,7255000.0
2,1.0,1.0,1955,8000000.0
3,3.75,1.0,1966,13250000.0
3,2.5,2.0,1996,1805000.0
3,2.5,2.0,1996,3250000.0
3,1.75,1.0,1968,2350000.0
2,1.0,1.0,1948,3300000.0
3,2.0,1.0,1952,6785000.0
4,2.5,2.0,1974,4630000.0
2,1.0,1.0,1943,2500000.0
3,2.0,1.5,1927,6550000.0
4,2.25,1.0,1979,2399000.0
3,1.0,1.0,1955,1850000.0
4,2.25,2.0,1926,17350000.0
3,2.25,1.0,1977,2517000.0
4,2.0,1.0,1964,4000000.0
4,1.75,1.0,1955,7350000.0
5,2.0,2.0,1942,17000000.0
2,1.0,1.0,1951,825000.0
4,4.0,2.0,2004,7650000.0
4,1.75,1.0,1968,2925000.0
3,2.25,1.0,1970,2700000.0
2,1.0,1.0,1939,4150000.0
4,1.75,1.0,1952,9500000.0
3,2.75,2.0,1995,3530000.0
3,2.5,3.0,2007,6709500.0
3,1.75,1.0,1912,2809500.0
3,1.75,1.0,1983,5850000.0
2,1.5,1.0,1974,5250000.0
3,1.75,1.0,1973,6050000.0
4,3.5,2.0,2007,10100000.0
3,1.0,1.0,1942,2459900.0
4,2.25,2.0,1985,5350000.0
1,1.5,1.0,1911,4100000.0
3,2.5,2.0,1988,5500000.0
3,1.75,1.0,1972,6650000.0
3,1.0,1.0,1940,4550000.0
4,1.0,1.5,1922,4400000.0
3,2.25,1.0,1979,3320000.0
3,2.5,2.0,1989,2800000.0
3,3.5,2.0,2006,5700000.0
3,1.0,1.0,1957,2500000.0
2,1.0,1.0,1952,2380000.0
3,1.0,1.0,1949,2650000.0
3,1.0,1.0,1959,3060000.0
5,2.75,1.0,2002,3450000.0
4,2.5,1.0,1971,7650000.0
4,2.5,2.0,1998,3463000.0
3,2.0,1.0,2002,3425000.0
4,2.25,2.0,2000,5010000.0
3,2.5,1.0,1990,2700000.0
3,1.0,1.5,1930,6380000.0
3,1.75,1.0,1908,4600000.0
4,1.75,1.0,1953,7600000.0
3,2.5,1.0,1972,10850000.0
3,1.0,1.0,1983,2340000.0
3,2.75,2.0,1975,16500000.0
5,2.0,1.5,1938,4880000.0
5,2.5,2.0,1963,15500000.0
4,3.0,2.0,1982,4990000.0
3,1.0,1.0,1952,1500000.0
4,2.5,2.0,1993,3330000.0
4,2.75,1.0,1959,7000000.0
4,1.0,1.5,1926,2750000.0
3,2.5,1.0,1959,3300000.0
4,2.0,1.0,1969,3600000.0
3,1.0,1.5,1965,4670000.0
3,2.5,1.0,1979,5680000.0
5,2.25,2.0,1972,6050000.0
4,2.75,2.0,2005,7500000.0
3,2.75,2.0,1994,7600000.0
3,1.75,1.0,1979,2650000.0
3,1.75,1.0,1956,4900000.0
4,2.5,2.0,2004,3600000.0
4,2.25,1.0,1976,3117500.0
3,2.25,1.0,1958,3990000.0
4,2.5,2.0,1989,3470000.0
4,3.75,2.0,1998,16800000.0
4,2.5,2.0,2005,5850000.0
4,2.5,2.0,1992,3400000.0
3,2.5,2.0,1994,6120000.0
2,1.75,2.0,1980,2300000.0
4,2.5,2.0,1989,6040000.0
3,1.75,1.0,1959,2500000.0
3,2.0,1.0,1989,2585000.0
4,2.75,1.0,1940,7830000.0
5,2.25,1.0,1958,10500000.0
4,2.5,2.0,2002,7600000.0
3,1.0,1.0,1960,2760000.0
4,2.0,1.0,1966,5500000.0
4,1.0,1.5,1953,3980000.0
3,3.0,1.5,1914,7750000.0
4,3.0,2.0,1988,10275000.0
4,1.0,1.5,1905,3270000.0
4,2.75,2.0,1995,5645000.0
4,1.75,1.5,1905,7820000.0
4,2.5,2.0,2005,3980000.0
3,1.75,1.5,1915,2570000.0
4,2.0,2.0,1984,2350000.0
4,2.75,1.0,1979,4530000.0
2,1.0,1.0,1954,5350000.0
3,2.5,2.0,1993,2750000.0
3,2.5,2.0,1996,6650000.0
4,2.75,1.0,1977,6700000.0
3,1.75,1.0,1966,4650000.0
3,1.5,1.0,1970,2100000.0
4,2.5,2.0,2001,2650000.0
2,2.5,2.0,1987,4260000.0
4,2.25,1.0,1966,5292190.0
3,2.25,1.5,1969,6000000.0
5,3.5,2.0,2001,8750000.0
4,3.0,1.0,1956,6080000.0
3,1.0,1.0,1973,2200000.0
4,5.0,1.0,1996,17600000.0
3,2.0,1.0,1966,2954500.0
2,1.0,1.0,1925,3150000.0
4,2.0,1.0,1967,2050000.0
3,1.5,1.0,1952,3100000.0
5,1.0,1.5,1927,10000000.0
4,2.5,2.0,2006,5250000.0
4,1.75,1.0,1960,2840000.0
3,1.75,1.0,1986,5100000.0
2,1.0,1.0,1947,4050000.0
3,2.5,2.0,2007,5099500.0
4,2.25,2.0,1987,6000000.0
4,3.75,2.0,2006,9900000.0
3,1.5,1.0,1954,2800050.0
3,1.75,1.0,1968,7000000.0
3,1.0,1.0,1953,3300000.0
2,1.0,1.0,1956,3400000.0
2,2.5,2.0,2007,4680000.0
4,2.5,2.0,1972,13390000.0
3,1.75,1.0,1955,5150000.0
4,2.0,1.0,1977,2450000.0
3,2.5,1.0,1983,2650000.0
3,2.5,2.0,1990,3724000.0
3,1.5,1.0,1948,3900000.0
3,1.0,1.0,1967,2080000.0
2,0.5,1.0,1945,2730000.0
5,3.5,2.0,2003,4550000.0
4,2.5,2.0,1988,2700000.0
4,2.25,1.0,1958,6180000.0
3,2.5,2.0,1990,2135500.0
5,1.75,2.0,1957,2100000.0
5,4.0,2.0,2004,27500000.0
4,2.75,1.0,1974,4035000.0
3,1.5,1.0,1963,2350000.0
3,2.0,1.0,1936,2875000.0
4,1.5,1.0,1946,5468000.0
3,1.75,1.0,1957,1830000.0
3,2.0,1.0,1986,5600000.0
3,1.0,1.0,1958,2995000.0
4,2.25,1.0,1965,6100000.0
3,1.5,1.0,1963,2883500.0
2,1.0,1.0,1926,5000000.0
4,2.75,1.0,1951,6250000.0
2,1.5,2.0,2007,4180000.0
3,3.0,2.0,2002,6600000.0
4,2.5,2.0,1999,7750000.0
3,2.75,1.0,1972,4295000.0
3,2.0,1.5,1908,5690000.0
4,2.0,1.0,1978,2500000.0
3,1.5,1.0,1969,2250000.0
4,2.75,1.0,1974,5300000.0
3,1.0,1.0,1955,3060000.0
3,1.75,1.0,1962,5171000.0
3,1.75,1.0,1976,3549500.0
3,1.5,1.0,1925,3480000.0
4,2.5,1.0,1977,5222500.0
3,2.5,1.0,1983,2750000.0
3,1.5,1.0,1954,3900000.0
3,1.5,1.0,1954,2600000.0
5,2.75,1.5,1922,5850000.0
5,2.75,1.5,1925,6050000.0
4,2.5,2.0,2001,3420000.0
5,3.0,2.0,1972,9000000.0
3,1.75,1.0,1981,2520000.0
3,1.75,1.0,1971,3570000.0
3,1.0,1.0,1959,3700000.0
3,1.0,1.0,1959,3225000.0
2,2.0,2.0,1910,2100000.0
2,1.0,1.0,1949,2900000.0
4,3.25,2.0,2005,8600000.0
6,2.0,1.5,1911,3020000.0
4,2.25,2.0,1965,3691600.0
4,2.75,2.5,2003,11850000.0
4,2.0,2.0,1954,9930000.0
6,2.0,1.0,1968,3800000.0
4,2.0,1.0,1949,6350000.0
3,1.0,1.0,1947,2600000.0
2,1.0,1.5,1943,2430000.0
4,2.5,2.0,2001,14000000.0
4,2.5,1.0,1952,6650000.0
5,2.25,2.0,1987,8980000.0
4,2.75,1.0,1955,5830000.0
4,1.75,2.0,1977,4290000.0
3,2.5,2.0,1998,4710000.0
3,3.5,2.0,1951,18100000.0
3,3.25,2.0,2005,7395000.0
3,1.5,1.0,1959,4500000.0
3,1.0,1.0,1949,5525000.0
4,1.75,1.0,1954,4370000.0
4,2.0,1.5,1951,2700000.0
3,1.5,1.0,1965,2267400.0
4,2.5,1.0,1974,4465000.0
3,2.0,2.0,1920,2830000.0
4,1.75,1.5,1909,4450000.0
2,1.0,1.0,1942,2500000.0
3,1.0,1.0,1942,3070000.0
4,2.75,1.0,1991,3150000.0
3,3.0,1.5,1908,5550000.0
4,2.5,1.0,1979,2649000.0
3,2.0,1.0,1978,5100000.0
4,2.5,2.0,2002,3280000.0
4,2.5,2.0,2002,3580000.0
3,2.5,2.0,2005,3250000.0
2,3.25,3.0,1990,13650000.0
4,2.0,1.0,1967,2300000.0
3,2.0,1.0,1955,5450000.0
3,2.5,2.0,2003,7053800.0
5,2.5,1.0,1979,4590000.0
4,2.25,2.0,2001,8150000.0
6,5.0,2.0,2007,4950000.0
3,2.5,2.5,1987,5200000.0
2,1.5,3.0,2001,4300000.0
4,2.5,2.0,1989,2550000.0
3,2.0,2.0,1908,5880000.0
3,1.0,1.0,1959,3500000.0
4,2.75,1.0,1963,6250000.0
2,2.0,1.0,1958,1725000.0
3,2.0,1.5,1909,5540000.0
4,2.5,2.0,2001,7750000.0
4,3.5,2.0,2003,11875000.0
3,2.75,2.0,1977,6180000.0
4,1.0,1.5,1954,3050000.0
3,2.0,1.0,1994,2320000.0
4,2.5,2.0,2002,2620000.0
3,1.0,1.0,1971,2340000.0
4,2.75,1.0,2002,5000000.0
3,1.0,1.0,1920,2780000.0
5,1.0,1.0,1961,2300000.0
4,1.75,1.0,1969,5000000.0
4,2.75,1.0,1945,3665000.0
6,3.0,2.5,1902,6650000.0
3,1.5,2.0,1928,11010000.0
2,1.75,1.0,1957,5750000.0
4,2.5,2.0,1993,6747500.0
5,2.0,1.0,1940,7190000.0
3,1.75,1.0,1980,4820000.0
2,1.0,1.0,1952,2540000.0
3,1.75,1.0,1944,4437250.0
4,2.5,2.0,1980,5750000.0
3,2.25,1.0,1977,4690000.0
2,1.0,1.0,1958,1750000.0
5,2.0,1.0,1961,4370000.0
4,3.0,1.0,1974,5500000.0
3,2.25,1.0,1979,1720400.0
3,2.0,1.0,1993,3630000.0
3,2.25,2.0,2012,2820000.0
6,2.0,2.0,1905,4000000.0
5,3.5,2.0,2003,6500000.0
3,2.5,2.0,1990,3650000.0
4,2.5,2.0,2002,2699500.0
2,1.0,1.0,1977,2600000.0
3,1.5,1.0,1977,1930000.0
4,2.25,2.0,2005,3400000.0
4,3.25,2.0,1978,9000000.0
3,2.5,2.0,1991,3710000.0
3,2.5,2.0,1985,5920000.0
3,2.5,2.0,1991,3000000.0
4,3.0,2.0,2003,4499500.0
3,2.5,2.0,1989,2995000.0
4,2.25,1.0,1963,9950000.0
4,1.75,1.0,1960,3350000.0
4,2.25,1.0,1978,2800000.0
4,2.25,1.0,1977,4460000.0
4,2.75,1.0,1964,15445000.0
3,1.0,1.0,1943,3250000.0
3,1.75,1.0,1955,4500000.0
4,2.5,2.0,2000,3225000.0
3,1.0,1.0,1955,4530000.0
4,2.5,2.0,2001,6550000.0
3,2.25,2.0,1926,6030000.0
4,1.0,1.5,1947,2350000.0
4,3.5,2.0,2006,9689330.0
3,3.5,1.0,1980,10150000.0
4,2.25,2.0,1973,4350000.0
3,2.0,1.0,1986,2420000.0
6,3.25,2.0,1947,4870000.0
4,2.75,2.0,1996,8100000.0
3,2.5,1.0,1976,6250000.0
3,1.5,1.0,1973,1650000.0
3,1.0,1.0,1960,3350000.0
3,1.0,1.0,1958,2867000.0
2,1.5,1.0,1954,6990000.0
3,1.75,1.0,1974,2800000.0
4,2.5,2.0,1988,5800000.0
2,2.5,2.0,2006,7548000.0
4,2.5,2.0,1995,5250000.0
3,1.75,1.0,1962,5620000.0
4,1.75,1.0,1926,5750000.0
5,2.5,2.0,2006,8089000.0
3,2.25,1.0,1966,9920000.0
3,2.5,2.0,1997,3350000.0
3,2.75,1.0,1985,4730000.0
4,2.75,1.0,1977,3500000.0
5,2.5,2.5,1906,16000000.0
3,1.0,1.0,1950,3055000.0
2,1.0,1.0,1946,3060000.0
2,2.25,2.0,2001,2330000.0
3,1.75,1.0,1971,4900000.0
4,2.5,2.0,1994,4450000.0
3,2.25,1.0,1959,3550000.0
2,2.0,1.0,1987,3600000.0
3,1.75,2.0,1935,7375000.0
3,3.5,2.0,1969,9850000.0
2,3.25,2.0,2006,3499500.0
4,2.5,2.0,2005,5200000.0
4,2.5,1.0,1955,3559500.0
5,2.5,2.0,2004,4850000.0
3,1.0,1.0,1969,1430000.0
2,1.75,2.5,2001,32780000.0
3,1.0,1.0,1967,3550000.0
5,3.5,2.0,1979,11260000.0
5,1.75,1.0,1959,2000000.0
4,2.5,2.0,1999,9130000.0
3,2.5,1.0,1966,16000000.0
2,2.5,2.0,1997,4099000.0
4,1.0,1.0,1950,2650000.0
5,3.0,1.0,1955,7400000.0
4,2.5,2.0,2001,3060000.0
3,2.5,2.0,2003,3810000.0
3,3.25,2.0,1933,12200000.0
3,3.5,1.0,1941,10500000.0
2,1.0,1.0,1948,4080000.0
5,2.5,2.0,2006,7399000.0
4,2.5,1.0,1985,6742500.0
2,1.0,1.0,1953,4384000.0
5,5.0,2.0,2000,17000000.0
3,2.0,1.5,1945,7030000.0
3,1.75,1.0,1989,2620000.0
3,2.0,1.0,1984,3530000.0
4,2.5,2.0,1995,5000000.0
4,2.5,1.5,1917,12800000.0
4,2.5,2.0,2004,3320000.0
4,2.5,1.0,1974,8240000.0
4,2.0,1.0,1968,2900000.0
3,2.5,2.0,2002,7000000.0
2,1.0,1.0,1922,5500000.0
2,1.0,1.5,1921,5490000.0
4,2.5,1.0,1951,18650000.0
4,2.25,2.0,1978,8580000.0
2,1.0,1.0,1947,3450000.0
4,1.75,2.5,1930,3400000.0
4,2.25,2.5,1962,12150000.0
3,2.25,3.0,2009,2750000.0
3,1.0,1.0,1963,4050000.0
3,2.0,2.0,1949,4325000.0
4,1.0,1.5,1925,2365000.0
4,1.5,1.5,1928,6790000.0
4,2.5,2.0,1995,5430000.0
3,1.0,1.0,1953,2940000.0
3,1.75,1.0,1969,3405000.0
4,2.5,2.0,1989,10120000.0
2,2.0,1.0,1976,3350000.0
3,2.0,1.0,1988,4250000.0
3,2.5,2.0,2001,3530000.0
3,2.5,2.0,1991,5400000.0
5,3.5,2.0,2006,6400000.0
3,1.0,1.0,1959,3399500.0
3,1.75,1.0,1979,1950000.0
3,1.75,1.0,1979,3220000.0
4,1.75,1.0,1978,6600000.0
6,3.0,2.0,1991,2800000.0
6,3.0,2.0,1991,3000000.0
3,1.0,1.0,1966,2075000.0
3,1.5,1.0,1956,1950000.0
3,2.0,1.0,1954,7000000.0
4,1.75,1.0,1982,5600000.0
3,1.75,1.0,1911,2600000.0
3,1.75,1.0,1911,5750000.0
3,2.5,2.0,2006,4750000.0
3,1.75,1.0,1905,2850000.0
4,2.5,2.0,2003,7538880.0
3,2.5,2.0,2003,6500000.0
3,2.25,1.5,1929,6200000.0
3,1.75,1.0,1977,5260000.0
2,1.0,1.0,1952,1550000.0
4,2.0,1.0,1959,3420000.0
3,1.75,1.0,1981,3900000.0
3,2.75,2.0,1990,6850000.0
4,2.5,2.0,2001,6080000.0
2,1.0,1.0,1943,1799000.0
6,3.25,2.0,1936,12450000.0
3,1.0,1.0,1957,1660000.0
3,1.5,1.5,1928,4620000.0
4,2.5,2.0,1990,5450000.0
3,1.0,1.5,1903,4150000.0
3,2.5,2.0,2003,2690000.0
4,2.5,2.0,2008,3565000.0
3,1.0,1.0,1961,2250000.0
2,1.0,1.0,1948,1750000.0
